Id,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,
4524,BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C,900 EAST WHITESTONE BLVD,CEDAR PARK,TX,78613,WILLIAMSON,5126844911,1,2,TRUE,FALSE,6,2,4,1,4,1,4,1,4,1,3,6,1,6,4,1,
4525,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041,WEBB,9565232000,1,6,TRUE,TRUE,3,6,3,6,1,6,3,6,2,6,3,6,2,6,3,6,
4526,ETMC HENDERSON,300 WILSON STREET,HENDERSON,TX,75652,RUSK,9036577541,1,10,FALSE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
4527,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,PETERSBURG CITY,8047655000,1,6,TRUE,TRUE,2,6,3,6,3,6,2,6,2,6,3,6,3,6,2,6,
4528,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,300 KINGWOOD MEDICAL DRIVE,KINGWOOD,TX,77339,HARRIS,2813124000,1,5,TRUE,TRUE,6,2,4,1,4,1,4,1,1,6,3,6,4,1,4,1,
4529,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST INTERSTATE 635 SUITE 101,IRVING,TX,75063,DALLAS,9728684000,1,6,TRUE,TRUE,6,2,4,1,4,1,4,1,1,6,3,6,3,6,4,1,
4530,JEFFERSON HEALTHCARE,834 SHERIDAN STREET,PORT TOWNSEND,WA,98368,JEFFERSON,3603852200,3,2,TRUE,TRUE,3,6,3,6,4,1,3,6,1,6,4,1,3,6,3,6,
4531,BURLESON ST JOSEPH HEALTH CENTER,1101 WOODSON DRIVE,CALDWELL,TX,77836,BURLESON,9795673245,3,8,FALSE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4532,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER ST,QUANAH,TX,79252,HARDEMAN,9406632795,3,2,TRUE,TRUE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
4533,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,BROWNWOOD,TX,76801,BROWN,3256468541,1,6,TRUE,TRUE,2,6,2,6,1,6,3,6,2,6,3,6,3,6,2,6,
4534,BELLIN MEMORIAL HOSPITAL,744 S WEBSTER AVE,GREEN BAY,WI,54305,BROWN,9204333500,1,10,TRUE,TRUE,4,6,3,6,3,6,1,6,1,6,3,6,1,6,3,6,
4535,MID VALLEY HOSPITAL,810 JASMINE STREET,OMAK,WA,98841,OKANOGAN,5098261760,3,2,TRUE,TRUE,2,6,3,6,4,1,3,6,2,6,3,6,3,6,3,6,
4536,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON,TX,77054,HARRIS,7137901234,1,6,TRUE,FALSE,3,6,4,1,3,6,4,1,2,6,3,6,1,6,4,1,
4537,TRI COUNTY MEMORIAL HOSPITAL,18601 LINCOLN ST,WHITEHALL,WI,54773,TREMPEALEAU,7155384361,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,1,6,4,1,
4538,ST JOSEPH MEDICAL CENTER,2901 SQUALICUM PARKWAY,BELLINGHAM,WA,98225,WHATCOM,3607345400,1,9,TRUE,TRUE,4,6,2,6,1,6,1,6,3,6,3,6,3,6,1,6,
4539,SETON MEDICAL CENTER HARKER HEIGHTS,850 W CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,76548,BELL,2549538342,1,6,TRUE,FALSE,4,6,3,6,1,6,3,6,1,6,3,6,3,6,3,6,
4540,ST AGNES HOSPITAL,430 E DIVISION ST,FOND DU LAC,WI,54935,FOND DU LAC,9209292300,1,10,TRUE,TRUE,3,6,3,6,2,6,1,6,1,6,3,6,1,6,3,6,
4541,BAYLOR MEDICAL CENTER AT UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,DALLAS,2144433000,1,10,TRUE,TRUE,6,2,4,1,4,1,4,1,1,6,3,6,3,6,4,1,
4542,ST CROIX REGIONAL MEDICAL CENTER,235 STATE STREET,SAINT CROIX FALLS,WI,54024,POLK,7154830556,3,10,TRUE,TRUE,3,6,3,6,4,1,3,6,1,6,3,6,1,6,3,6,
4543,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,410 DEWEY ST,WISCONSIN RAPIDS,WI,54495,WOOD,7154236060,1,10,TRUE,TRUE,3,6,2,6,3,6,3,6,1,6,3,6,1,6,3,6,
4544,LITTLE RIVER HEALTHCARE CAMERON HOSPITAL,806 N CROCKETT AVE,CAMERON,TX,76520,MILAM,2546050025,1,6,TRUE,FALSE,6,2,4,1,4,1,4,1,4,1,3,6,3,6,4,1,
4545,DICKENSON COMMUNITY HOSPITAL,312 HOSPITAL DRIVE,CLINTWOOD,VA,24228,DICKENSON,2769260300,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,3,6,1,6,3,6,
4546,BON SECOURS ST MARYS HOSPITAL,5801 BREMO RD,RICHMOND,VA,23226,HENRICO,8042852011,1,8,TRUE,TRUE,4,6,3,6,3,6,1,6,1,6,3,6,3,6,3,6,
4547,MEMORIAL MEDICAL CENTER,1615 MAPLE LANE,ASHLAND,WI,54806,ASHLAND,7156855500,3,10,TRUE,TRUE,3,4,3,6,4,1,3,6,1,6,3,6,1,6,4,1,
4548,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE,SHERMAN,TX,75091,GRAYSON,9038704611,1,6,TRUE,TRUE,3,6,3,6,2,6,3,6,2,6,3,6,1,6,3,6,
4549,SHRINERS HOSPITALS FOR CHILDREN,815 MARKET STREET,GALVESTON,TX,77550,GALVESTON,4097706600,2,10,FALSE,FALSE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
4550,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC,130 2ND ST,NEENAH,WI,54956,WINNEBAGO,9207293100,1,10,TRUE,TRUE,3,6,2,6,3,6,1,6,1,6,3,6,1,6,3,6,
4551,COULEE MEDICAL CENTER,411 FORTUYN ROAD,GRAND COULEE,WA,99133,GRANT,5096331753,3,2,TRUE,TRUE,6,2,4,1,4,1,3,6,4,1,4,1,4,1,4,1,
4552,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,4343 NORTH JOSEY LANE,CARROLLTON,TX,75010,DENTON,9723942255,1,6,FALSE,TRUE,2,6,3,6,2,6,3,6,2,6,3,6,3,6,3,6,
4553,SKYLINE HOSPITAL,211 SKYLINE DRIVE,WHITE SALMON,WA,98672,KLICKITAT,5094911101,3,2,TRUE,TRUE,4,6,3,6,4,1,3,6,4,1,3,6,3,6,4,1,
4554,SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,SNOQUALMIE,WA,98065,KING,4258312300,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,3,6,4,1,
4555,MOAB REGIONAL HOSPITAL,450 WEST WILLIAMS WAY,MOAB,UT,84532,GRAND,4357193501,3,10,TRUE,FALSE,3,6,4,1,4,1,3,6,4,1,3,6,3,6,4,1,
4556,BROWNFIELD REGIONAL MEDICAL CENTER,705 EAST FELT STREET,BROWNFIELD,TX,79316,TERRY,8066373551,1,2,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,2,6,1,6,4,1,
4557,ST JOSEPHS HOSPITAL,2661 COUNTY HWY I,CHIPPEWA FALLS,WI,54729,CHIPPEWA,7157177200,1,8,TRUE,TRUE,4,6,3,6,3,6,3,6,1,6,3,6,3,6,3,6,
4558,HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,HARLINGEN,TX,78550,CAMERON,9563651000,1,6,TRUE,TRUE,4,6,1,6,1,6,1,6,3,6,3,6,2,6,3,6,
4559,EVANSTON REGIONAL HOSPITAL,190 ARROWHEAD DR,EVANSTON,WY,82930,UINTA,3077893636,1,6,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,1,6,4,1,
4560,BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,12505 LEBANON ROAD,FRISCO,TX,75035,COLLIN,9729633333,1,9,TRUE,TRUE,2,6,3,6,2,6,3,6,2,6,3,6,3,6,3,6,
4561,PRIMARY CHILDRENS HOSPITAL,100 NORTH MARIO CAPECCHI DRIVE,SALT LAKE CITY,UT,84113,SALT LAKE,8016626212,2,10,TRUE,TRUE,6,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4562,THROCKMORTON COUNTY MEMORIAL HOSPITAL,802 N MINTER AVENUE,THROCKMORTON,TX,76483,THROCKMORTON,9408492151,3,9,TRUE,TRUE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
4563,MINISTRY DOOR COUNTY MEDICAL CENTER,323 SOUTH 18TH AVENUE,STURGEON BAY,WI,54235,DOOR,9207435566,3,8,TRUE,TRUE,4,6,3,6,4,1,1,6,1,6,3,6,3,6,3,6,
4564,CHILDRENS HOSPITAL OF WISCONSIN FOX VALLEY,130 SECOND ST,NEENAH,WI,54956,WINNEBAGO,9209697900,2,9,TRUE,TRUE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
4565,EVERGREENHEALTH MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,98034,KING,4258991000,1,2,TRUE,TRUE,5,6,1,6,1,6,1,6,3,6,3,6,3,6,1,6,
4566,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,EASTLAND,TX,76448,EASTLAND,2546292601,1,2,TRUE,TRUE,4,6,3,6,4,1,3,6,1,6,2,6,3,6,4,1,
4567,MAYO CLINIC HEALTH SYSTEM OAKRIDGE,13025 8TH ST,OSSEO,WI,54758,TREMPEALEAU,7155973121,3,9,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,3,6,4,1,4,1,
4568,KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,KANAB,UT,84741,KANE,4356445811,3,3,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4569,SEATTLE CHILDREN'S HOSPITAL,"4800 SAND POINT WAY NE, PO BOX C-5371",SEATTLE,WA,98105,KING,2069872000,2,10,TRUE,TRUE,6,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4570,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW,COLFAX,WA,99111,WHITMAN,5093973435,3,2,TRUE,TRUE,4,4,3,6,4,1,1,6,1,6,4,1,4,1,4,1,
4571,EAST TEXAS MEDICAL CENTER TRINITY,317 PROSPECT DR/PO BOX 3169,TRINITY,TX,75862,TRINITY,9365943541,1,10,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,3,6,3,6,4,1,
4572,ROANE GENERAL HOSPITAL,200 HOSPITAL DRIVE,SPENCER,WV,25276,ROANE,3049274444,3,10,TRUE,TRUE,3,6,4,1,4,1,3,6,4,1,3,6,3,6,2,6,
4573,TOPPENISH COMMUNITY HOSPITAL,502 W FOURTH AVE,TOPPENISH,WA,98948,YAKIMA,5098651520,1,6,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,1,6,4,1,
4574,HARRISON MEMORIAL HOSPITAL,2520 CHERRY AVENUE,BREMERTON,WA,98310,KITSAP,3603773911,1,10,TRUE,TRUE,2,6,2,6,2,6,1,6,2,6,3,6,3,6,3,6,
4575,SAGEWEST HEALTH CARE,2100 W SUNSET DR,RIVERTON,WY,82501,FREMONT,3078564161,1,6,TRUE,TRUE,3,6,3,6,3,6,1,6,2,6,3,6,1,6,3,6,
4576,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,1650 W COLLEGE ST,GRAPEVINE,TX,76051,TARRANT,8174811588,1,10,TRUE,TRUE,3,6,3,6,2,6,1,6,1,6,3,6,1,6,3,6,
4577,MULESHOE AREA MEDICAL CENTER,708 S 1ST ST,MULESHOE,TX,79347,BAILEY,8062724524,3,6,TRUE,TRUE,6,2,4,1,4,1,3,6,4,1,4,1,4,1,4,1,
4578,RESOLUTE HEALTH HOSPITAL,"555 CREEKSIDE XING,",NEW BRAUNFELS,TX,78130,COMAL,4698396778,1,6,TRUE,FALSE,3,6,4,1,3,6,3,6,1,6,3,6,1,6,4,1,
4579,JOHNSON COUNTY HEALTHCARE CENTER,497 WEST LOTT,BUFFALO,WY,82834,JOHNSON,3076845521,3,2,TRUE,TRUE,6,2,4,1,4,1,3,6,4,1,4,1,4,1,4,1,
4580,AURORA MEDICAL CTR OSHKOSH,855 N WESTHAVEN DRIVE,OSHKOSH,WI,54904,WINNEBAGO,9204566000,1,10,TRUE,TRUE,4,6,3,6,3,6,1,6,1,6,3,6,1,6,3,6,
4581,OTHELLO COMMUNITY HOSPITAL,315 NORTH 14TH AVENUE,OTHELLO,WA,99344,ADAMS,5094882636,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4582,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,200 W OLLIE,LLANO,TX,78643,LLANO,3252475040,1,10,TRUE,TRUE,4,6,3,6,4,1,3,6,4,1,3,6,1,6,3,6,
4583,STONEWALL MEMORIAL HOSPITAL,821 NORTH BROADWAY,ASPERMONT,TX,79502,STONEWALL,9409893551,3,2,TRUE,TRUE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
4584,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,9362753446,3,10,TRUE,TRUE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
4585,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,3150 HORIZON ROAD,ROCKWALL,TX,75032,ROCKWALL,4696981000,1,5,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,1,6,3,6,3,6,
4586,PEACHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,WA,98632,COWLITZ,3604142000,1,8,TRUE,TRUE,3,6,3,6,3,6,1,6,2,6,2,6,3,6,3,6,
4587,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,NEWPORT NEWS CITY,7575942000,1,10,TRUE,TRUE,3,6,3,6,1,6,3,6,3,6,3,6,3,6,1,6,
4588,GIFFORD MEDICAL CENTER,44 SOUTH MAIN STREET,RANDOLPH,VT,5060,ORANGE,8027284441,3,10,TRUE,TRUE,3,4,3,6,4,1,2,6,2,6,4,1,4,1,4,1,
4589,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,TARRANT,8173362100,1,6,TRUE,TRUE,3,6,3,6,3,6,1,6,3,6,3,6,3,6,3,6,
4590,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,WV,25401,BERKELEY,3042641000,1,10,TRUE,TRUE,3,6,3,6,3,6,3,6,2,6,3,6,3,6,3,6,
4591,BAYLOR EMERGENCY MEDICAL CENTER,26791 HIGHWAY 380,AUBREY,TX,76227,DENTON,9723472525,1,6,TRUE,FALSE,6,2,4,1,4,1,4,1,4,1,3,6,1,6,4,1,
4592,CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,ARANSAS PASS,TX,78336,SAN PATRICIO,3617588585,1,6,TRUE,FALSE,3,6,3,6,4,1,3,6,2,6,2,6,2,6,4,1,
4593,HOUSTON METHODIST WEST HOSPITAL,18500 KATY FREEWAY,HOUSTON,TX,77094,HARRIS,8325221000,1,10,TRUE,TRUE,4,6,3,6,1,6,1,6,1,6,3,6,3,6,3,6,
4594,"COOK CHILDRENS NORTHEAST HOSPITAL, LLC",6316 PRECINCT LINE RD,HURST,TX,76054,TARRANT,8176052500,1,5,TRUE,FALSE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
4595,DELTA COMMUNITY HOSPITAL,126 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,MILLARD,4358645591,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,3,6,3,6,4,1,
4596,SIERRA PROVIDENCE EAST MEDICAL CENTER,3280 JOE BATTLE BLVD,EL PASO,TX,79938,EL PASO,9158567349,1,6,TRUE,TRUE,2,6,3,6,2,6,2,6,3,6,3,6,3,6,3,6,
4597,ST DAVID'S MEDICAL CENTER,919 E 32ND ST,AUSTIN,TX,78705,TRAVIS,5124767111,1,9,TRUE,TRUE,5,6,1,6,1,6,2,6,1,6,1,6,3,6,1,6,
4598,TIMBERLANDS HOSPITAL,1100 E LOOP 304,CROCKETT,TX,75835,HOUSTON,9365463890,1,2,TRUE,TRUE,2,6,3,6,4,1,3,6,4,1,2,6,1,6,3,6,
4599,METHODIST MCKINNEY HOSPITAL,8000 W ELDORADO PKWY,MCKINNEY,TX,75070,COLLIN,4694246400,1,6,TRUE,FALSE,4,6,4,1,3,6,4,1,1,6,3,6,1,6,4,1,
4600,BAPTIST EMERGENCY HOSPITAL,16088 SAN PEDRO,SAN ANTONIO,TX,78232,BEXAR,2104024092,1,6,TRUE,FALSE,4,6,4,1,4,1,3,6,1,6,3,6,1,6,1,6,
4601,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,HEREFORD,TX,79045,DEAF SMITH,8063642141,1,2,TRUE,TRUE,3,6,4,1,4,1,3,6,4,1,3,6,3,6,4,1,
4602,WEIMAR MEDICAL CENTER,400 YOUENS DR,WEIMAR,TX,78962,COLORADO,9797258274,1,6,TRUE,FALSE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4603,BOONE MEMORIAL HOSPITAL,701 MADISON AVENUE,MADISON,WV,25130,BOONE,3043691230,3,3,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,3,6,3,6,3,6,
4604,EAST TEXAS MEDICAL CENTER ATHENS,2000 SOUTH PALESTINE,ATHENS,TX,75751,HENDERSON,9036761000,1,10,TRUE,TRUE,3,6,3,6,1,6,2,6,2,6,3,6,3,6,3,6,
4605,KLICKITAT VALLEY HOSPITAL,310 SOUTH ROOSEVELT,GOLDENDALE,WA,98620,KLICKITAT,5097734022,3,2,TRUE,TRUE,3,6,4,1,4,1,3,6,4,1,3,6,3,6,4,1,
4606,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,TRAVIS,5129011000,1,6,TRUE,TRUE,4,6,3,6,1,6,3,6,1,6,1,6,3,6,1,6,
4607,NORTH CYPRESS MEDICAL CENTER,21214 NORTHWEST FREEWAY,CYPRESS,TX,77429,HARRIS,2818900203,1,5,TRUE,TRUE,3,6,1,6,3,6,3,6,1,6,3,6,2,6,2,6,
4608,UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH,ROOSEVELT,UT,84066,DUCHESNE,4357224691,1,9,TRUE,TRUE,3,6,3,6,3,6,3,6,2,6,2,6,1,6,4,1,
4609,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,811 WRIGHT STREET,ARLINGTON,TX,76012,TARRANT,8179603500,1,6,FALSE,TRUE,4,6,3,6,3,6,3,6,1,6,4,1,4,1,4,1,
4610,DIVINE SAVIOR HEALTHCARE,2817 NEW PINERY ROAD,PORTAGE,WI,53901,COLUMBIA,6087424131,1,10,TRUE,TRUE,2,6,3,6,3,6,3,6,3,6,2,6,1,6,3,6,
4611,CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,VA,24450,LEXINGTON CITY,5404583503,3,10,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,4,1,3,6,
4612,METHODIST STONE OAK HOSPITAL,1139 E SONTERRA BLVD,SAN ANTONIO,TX,78258,BEXAR,2106382100,1,10,TRUE,TRUE,5,6,3,6,1,6,1,6,1,6,3,6,3,6,3,6,
4613,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,TX,76401,ERATH,2549651500,1,10,TRUE,TRUE,4,6,3,6,3,6,3,6,1,6,3,6,3,6,3,6,
4614,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,HENRICO,8042894500,1,6,TRUE,TRUE,4,6,3,6,1,6,3,6,1,6,1,6,1,6,3,6,
4615,THOMAS MEMORIAL HOSPITAL,4605 MACCORKLE AVE SW,SOUTH CHARLESTON,WV,25309,KANAWHA,3047663600,1,10,TRUE,TRUE,3,6,1,6,3,6,3,6,2,6,2,6,2,6,3,6,
4616,WISE REGIONAL HEALTH SYSTEM,2000 S FM 51,DECATUR,TX,76234,WISE,9406275921,1,2,TRUE,TRUE,3,6,3,6,3,6,1,6,3,6,3,6,1,6,3,6,
4617,MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,TX,77494,HARRIS,2813921111,1,10,TRUE,TRUE,4,6,3,6,1,6,3,6,1,6,3,6,3,6,2,6,
4618,AURORA BAYCARE MEDICAL CTR,2845 GREENBRIER RD,GREEN BAY,WI,54311,BROWN,9202888000,1,6,TRUE,TRUE,4,6,3,6,3,6,3,6,1,6,3,6,1,6,3,6,
4619,POCAHONTAS MEMORIAL HOSPITAL,150 DUNCAN ROAD,BUCKEYE,WV,24924,POCAHONTAS,3047997400,3,3,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4620,COON MEMORIAL HOSPITAL,1411 DENVER AVENUE,DALHART,TX,79022,DALLAM,8062444571,3,2,TRUE,TRUE,6,2,4,1,4,1,3,6,4,1,4,1,4,1,4,1,
4621,WESTON COUNTY HEALTH SERVICES,1124 WASHINGTON BOULEVARD,NEWCASTLE,WY,82701,WESTON,3077464491,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4622,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211,WASHINGTON,2762581000,1,10,TRUE,TRUE,3,6,3,6,1,6,2,6,2,6,3,6,3,6,1,6,
4623,PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM STREET,MEXIA,TX,76667,LIMESTONE,2545625332,1,6,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,3,6,1,6,4,1,
4624,WILLAPA HARBOR HOSPITAL,800 ALDER STREET,SOUTH BEND,WA,98586,PACIFIC,3608755526,3,2,TRUE,TRUE,6,2,4,1,4,1,3,6,4,1,4,1,4,1,4,1,
4625,LAKE CHELAN COMMUNITY HOSPITAL,503 EAST HIGHLAND,CHELAN,WA,98816,CHELAN,5096823300,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,3,6,4,1,
4626,ODESSA MEMORIAL HEALTHCARE CENTER,502 E AMENDE DRIVE,ODESSA,WA,99159,LINCOLN,5099822611,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4627,TYLER COUNTY HOSPITAL,1100 WEST BLUFF,WOODVILLE,TX,75979,TYLER,4092838141,1,2,FALSE,FALSE,3,6,3,6,4,1,3,6,4,1,2,6,1,6,4,1,
4628,WEST PARK HOSPITAL DISTRICT,707 SHERIDAN AVENUE,CODY,WY,82414,PARK,3075782488,3,2,TRUE,TRUE,4,6,3,6,4,1,1,6,1,6,3,6,3,6,3,6,
4629,BELLVILLE GENERAL HOSPITAL,44 N CUMMINGS,BELLVILLE,TX,77418,AUSTIN,9798653141,1,6,TRUE,TRUE,3,6,4,1,4,1,3,6,4,1,3,6,3,6,4,1,
4630,ODESSA REGIONAL MEDICAL CENTER,520 E 6TH STREET,ODESSA,TX,79761,ECTOR,4325828340,1,6,TRUE,TRUE,3,6,3,6,3,6,3,6,2,6,3,6,3,6,4,1,
4631,SWISHER MEMORIAL HOSPITAL,539 SOUTHEAST 2ND,TULIA,TX,79088,SWISHER,8069953581,3,10,TRUE,TRUE,6,2,3,6,4,1,3,6,4,1,4,1,4,1,4,1,
4632,HOUSTON METHODIST HOSPITAL,6565 FANNIN,HOUSTON,TX,77030,HARRIS,7137902221,1,10,TRUE,TRUE,5,6,1,6,2,6,1,6,1,6,1,6,2,6,2,6,
4633,ST JOSEPHS HEALTH SERVICES,400 WATER AVE,HILLSBORO,WI,54634,VERNON,6084898000,3,10,TRUE,TRUE,4,6,3,6,4,1,3,6,4,1,3,6,1,6,4,1,
4634,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,TX,78801,UVALDE,8302786251,1,2,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,1,6,3,6,
4635,MEMORIAL MEDICAL CENTER,815 N VIRGINIA STREET,PORT LAVACA,TX,77979,CALHOUN,3615526713,3,3,TRUE,TRUE,4,6,3,6,4,1,3,6,1,6,3,6,3,6,4,1,
4636,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,TX,76104,TARRANT,8179262544,1,10,TRUE,TRUE,4,6,1,6,3,6,3,6,3,6,3,6,2,6,2,6,
4637,WEATHERFORD REGIONAL MEDICAL CENTER,713 E ANDERSON ST,WEATHERFORD,TX,76086,PARKER,8175991190,1,6,TRUE,TRUE,4,6,3,6,1,6,1,6,3,6,3,6,1,6,4,1,
4638,MT ASCUTNEY HOSPITAL,289 COUNTY ROAD,WINDSOR,VT,5089,WINDSOR,8026746711,3,10,TRUE,TRUE,6,2,3,6,4,1,3,6,4,1,4,1,4,1,4,1,
4639,QUINCY VALLEY HOSPITAL,908 10TH AVENUE SOUTHWEST,QUINCY,WA,98848,GRANT,5097873531,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,3,6,1,6,4,1,
4640,SANPETE VALLEY HOSPITAL - CAH,1100 SOUTH MEDICAL DRIVE,MOUNT PLEASANT,UT,84647,SANPETE,4354624123,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,1,6,3,6,3,6,4,1,
4641,MOUNTAIN VIEW REGIONAL HOSPITAL,6550 EAST 2ND STREET,CASPER,WY,82605,NATRONA,3079958100,1,6,TRUE,TRUE,6,2,4,1,4,1,4,1,1,6,3,6,1,6,4,1,
4642,FLAMBEAU HOSPITAL,98 SHERRY AVE,PARK FALLS,WI,54552,PRICE,7157627500,3,10,TRUE,TRUE,4,4,3,6,4,1,3,6,1,6,4,1,4,1,4,1,
4643,THREE RIVERS HOSPITAL,507 HOSPITAL WAY,BREWSTER,WA,98812,OKANOGAN,5096892517,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
4644,EVERGREEN HEALTH MONROE,14701 179TH SE,MONROE,WA,98272,SNOHOMISH,3607947497,1,2,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,2,6,3,6,4,1,
4645,KNOX COUNTY HOSPITAL,701 SE 5TH STREET,KNOX CITY,TX,79529,KNOX,9406573535,1,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,3,6,1,6,4,1,
